Case ID;Activity;Resource;Complete Timestamp;Variant;Variant index;concept:name;impact;lifecycle:transition;org:group;org:role;organization country;organization involved;product;resource country;Duration
1-541028557;Queued-Awaiting Assignment;Carolyn;2011/07/13 09:59:45.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD97;USA;599.0
1-541028557;Accepted-In Progress;Padmanabha;2011/07/13 10:10:06.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;Sweden;621.0
1-541028557;Accepted-Assigned;Carolyn;2011/07/13 10:10:13.000;Variant 2;2;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD97;USA;7.0
1-541088014;Accepted-Wait;Amit;2011/07/13 11:38:58.000;Variant 76;76;Accepted;High;Wait;Org line C;E_5;in;G92;PROD793;INDIA;0.0
1-541088014;Accepted-Assigned;Amit;2011/07/13 11:39:36.000;Variant 76;76;Accepted;High;Assigned;Org line C;E_5;in;G92;PROD793;INDIA;38.0
1-541088014;Accepted-In Progress;Amit;2011/09/19 15:08:35.000;Variant 76;76;Accepted;High;In Progress;Org line C;E_5;in;G92;PROD793;INDIA;5887739.0
1-541565290;Accepted-In Progress;Carolyn;2011/07/15 08:50:37.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD98;USA;0.0
1-541565290;Queued-Awaiting Assignment;Carolyn;2011/07/15 08:53:23.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD98;USA;166.0
1-541565290;Accepted-In Progress;Padmanabha;2011/07/15 08:55:33.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD98;Sweden;130.0
1-541565290;Accepted-Assigned;Carolyn;2011/07/15 08:55:41.000;Variant 2;2;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD98;USA;8.0
1-541566505;Accepted-In Progress;Carolyn;2011/07/15 09:02:25.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;USA;0.0
1-541566505;Queued-Awaiting Assignment;Carolyn;2011/07/15 09:12:43.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD97;USA;618.0
1-541566505;Accepted-In Progress;Padmanabha;2011/07/15 09:14:45.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;Sweden;122.0
1-541566505;Accepted-Assigned;Carolyn;2011/07/15 09:14:54.000;Variant 2;2;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD97;USA;9.0
1-541655216;Accepted-In Progress;Carolyn;2011/07/15 13:56:10.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;USA;0.0
1-541655216;Queued-Awaiting Assignment;Carolyn;2011/07/15 14:15:01.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD97;USA;1131.0
1-541655216;Accepted-In Progress;Kannan;2011/07/18 12:20:39.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;Sweden;252338.0
1-541655216;Accepted-Assigned;Carolyn;2011/07/18 12:20:47.000;Variant 2;2;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD97;USA;8.0
1-541686305;Accepted-In Progress;Carolyn;2011/07/15 16:34:41.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;USA;0.0
1-541686305;Queued-Awaiting Assignment;Carolyn;2011/07/15 16:37:51.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD97;USA;190.0
1-541686305;Accepted-In Progress;Santhosh;2011/07/18 15:45:14.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;Sweden;256043.0
1-541686305;Accepted-Assigned;Carolyn;2011/07/18 15:50:26.000;Variant 2;2;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD97;USA;312.0
1-542919207;Accepted-In Progress;Cyril;2011/07/22 09:56:05.000;Variant 31;31;Accepted;Medium;In Progress;Org line C;E_6;fr;W12 2nd;PROD802;France;0.0
1-542919207;Queued-Awaiting Assignment;Cyril;2011/07/22 10:03:11.000;Variant 31;31;Queued;Medium;Awaiting Assignment;Org line C;E_6;fr;W12 2nd;PROD802;France;426.0
1-542919207;Queued-Awaiting Assignment;Sarah;2011/07/22 18:59:03.000;Variant 31;31;Queued;Medium;Awaiting Assignment;Org line A2;A2_5;fr;V5 3rd;PROD802;France;32152.0
1-543300099;Accepted-In Progress;Ian;2011/07/25 13:47:13.000;Variant 13;13;Accepted;Medium;In Progress;Org line A2;A2_1;gb;G42 3rd;PROD236;United Kingdom;0.0
1-543300099;Accepted-Assigned;Ian;2011/07/25 16:39:06.000;Variant 13;13;Accepted;Medium;Assigned;Org line A2;A2_1;gb;G42 3rd;PROD236;United Kingdom;10313.0
1-543300099;Accepted-In Progress;Ian;2011/09/09 13:17:02.000;Variant 13;13;Accepted;Medium;In Progress;Org line A2;A2_1;gb;G42 3rd;PROD236;United Kingdom;3962276.0
1-544200884;Accepted-In Progress;Paul;2011/07/29 15:47:54.000;Variant 3;3;Accepted;High;In Progress;Org line A2;A2_1;gb;G42 3rd;PROD236;United Kingdom;0.0
1-544200884;Accepted-Wait;Paul;2011/08/01 16:13:25.000;Variant 3;3;Accepted;High;Wait;Org line A2;A2_1;gb;G42 3rd;PROD236;United Kingdom;260731.0
1-544527205;Accepted-In Progress;Karel;2011/08/01 14:04:46.000;Variant 3;3;Accepted;High;In Progress;Org line C;E_1;us;G13 2nd;PROD398;Belgium;0.0
1-544527205;Accepted-Wait;Karel;2011/10/05 12:18:40.000;Variant 3;3;Accepted;High;Wait;Org line C;E_1;us;G13 2nd;PROD398;Belgium;5609634.0
1-544595401;Accepted-In Progress;Viktoria;2011/08/01 19:55:46.000;Variant 30;30;Accepted;High;In Progress;Org line G4;;br;S30 2nd;PROD266;Sweden;0.0
1-544595401;Queued-Awaiting Assignment;Viktoria;2011/08/01 20:16:28.000;Variant 30;30;Queued;High;Awaiting Assignment;Org line G4;;br;S30 2nd;PROD266;Sweden;1242.0
1-544595401;Accepted-In Progress;Helene;2011/12/06 10:13:26.000;Variant 30;30;Accepted;High;In Progress;Org line G4;;br;S30 2nd;PROD266;Sweden;10936618.0
1-544876956;Accepted-In Progress;Arun;2011/08/03 07:37:05.000;Variant 3;3;Accepted;Low;In Progress;Org line C;E_4;us;G88 2nd;PROD423;INDIA;0.0
1-544876956;Accepted-Wait;Arun;2011/12/21 09:12:45.000;Variant 3;3;Accepted;Low;Wait;Org line C;E_4;us;G88 2nd;PROD423;INDIA;12101740.0
1-545738536;Accepted-In Progress;Tomas;2011/08/08 08:08:01.000;Variant 13;13;Accepted;Low;In Progress;Org line A2;A2_2;cn;M1 2nd;PROD753;Sweden;0.0
1-545738536;Accepted-Assigned;Tomas;2011/08/08 08:12:59.000;Variant 13;13;Accepted;Low;Assigned;Org line A2;A2_2;cn;M1 2nd;PROD753;Sweden;298.0
1-545738536;Accepted-In Progress;Tomas;2011/09/01 23:51:36.000;Variant 13;13;Accepted;Low;In Progress;Org line A2;A2_2;cn;M1 2nd;PROD753;Sweden;2129917.0
1-545911672;Accepted-In Progress;Göran;2011/08/08 14:24:45.000;Variant 66;66;Accepted;High;In Progress;Org line C;E_6;se;S20 2nd;PROD108;Sweden;0.0
1-545911672;Queued-Awaiting Assignment;Göran;2011/08/08 14:28:29.000;Variant 66;66;Queued;High;Awaiting Assignment;Org line C;E_6;se;S20 2nd;PROD108;Sweden;224.0
1-545911672;Accepted-In Progress;Göran;2011/08/15 10:07:29.000;Variant 66;66;Accepted;High;In Progress;Org line C;E_6;se;S20 2nd;PROD108;Sweden;589140.0
1-545911672;Queued-Awaiting Assignment;Fredrik;2011/08/15 10:08:23.000;Variant 66;66;Queued;High;Awaiting Assignment;Org line G4;;se;S28 2nd;PROD108;Sweden;54.0
1-545911672;Accepted-Assigned;Tord;2011/11/04 12:41:01.000;Variant 66;66;Accepted;High;Assigned;Org line G4;;se;S28 2nd;PROD108;Sweden;7007558.0
1-546272906;Accepted-In Progress;Linda;2011/08/09 09:34:14.000;Variant 38;38;Accepted;Medium;In Progress;Org line C;E_1;be;G55 2nd;PROD795;Sweden;0.0
1-546272906;Accepted-Wait;Linda;2011/08/09 09:40:29.000;Variant 38;38;Accepted;Medium;Wait;Org line C;E_1;be;G55 2nd;PROD795;Sweden;375.0
1-546272906;Accepted-Assigned;Linda;2011/08/16 11:46:16.000;Variant 38;38;Accepted;Medium;Assigned;Org line C;E_1;be;G55 2nd;PROD795;Sweden;612347.0
1-546272906;Accepted-Wait;Linda;2011/08/30 14:43:01.000;Variant 38;38;Accepted;Medium;Wait;Org line C;E_1;be;G55 2nd;PROD795;Sweden;1220205.0
1-546692981;Accepted-In Progress;Peter;2011/08/09 16:42:56.000;Variant 1;1;Accepted;Medium;In Progress;Org line G4;;se;M19 2nd;PROD286;Sweden;0.0
1-546693092;Accepted-In Progress;Peter;2011/08/09 17:54:06.000;Variant 1;1;Accepted;Low;In Progress;Org line G4;;se;M19 2nd;PROD286;Sweden;0.0
1-547539001;Accepted-In Progress;Peter;2011/08/10 10:45:40.000;Variant 1;1;Accepted;Low;In Progress;Org line G4;;se;M19 2nd;PROD286;Sweden;0.0
1-547617088;Accepted-In Progress;Ian;2011/08/10 13:47:08.000;Variant 45;45;Accepted;High;In Progress;Org line A2;A2_1;gb;G42 3rd;PROD236;United Kingdom;0.0
1-547617088;Accepted-Assigned;Ian;2011/08/10 14:04:12.000;Variant 45;45;Accepted;High;Assigned;Org line A2;A2_1;gb;G42 3rd;PROD236;United Kingdom;1024.0
1-547617088;Accepted-Assigned;Andrew;2011/08/23 11:28:02.000;Variant 45;45;Accepted;High;Assigned;Org line A2;A2_1;gb;G42 3rd;PROD236;United Kingdom;1113830.0
1-547617088;Accepted-Wait;Andrew;2011/08/23 11:29:30.000;Variant 45;45;Accepted;High;Wait;Org line A2;A2_1;gb;G42 3rd;PROD236;United Kingdom;88.0
1-547802271;Accepted-In Progress;Peter;2011/08/10 15:43:33.000;Variant 1;1;Accepted;Low;In Progress;Org line G4;;se;M19 2nd;PROD286;Sweden;0.0
1-548188531;Accepted-In Progress;Peter;2011/08/11 09:40:08.000;Variant 1;1;Accepted;Low;In Progress;Org line G4;;se;M19 2nd;PROD286;Sweden;0.0
1-548188557;Accepted-In Progress;Peter;2011/08/11 09:48:34.000;Variant 1;1;Accepted;Low;In Progress;Org line G4;;se;M19 2nd;PROD286;Sweden;0.0
1-548188833;Accepted-In Progress;Peter;2011/08/11 09:59:12.000;Variant 1;1;Accepted;Low;In Progress;Org line G4;;se;M19 2nd;PROD286;Sweden;0.0
1-549431982;Accepted-In Progress;Craig;2011/08/13 17:56:32.000;Variant 9;9;Accepted;Low;In Progress;Org line F;;se;S1 2nd;PROD153;Sweden;0.0
1-549431982;Queued-Awaiting Assignment;Craig;2011/08/13 18:00:02.000;Variant 9;9;Queued;Low;Awaiting Assignment;Org line F;;se;S1 2nd;PROD153;Sweden;210.0
1-549431982;Accepted-In Progress;Johan;2011/09/13 10:58:21.000;Variant 9;9;Accepted;Low;In Progress;Org line F;;se;S1 2nd;PROD153;Sweden;2653099.0
1-550159631;Accepted-In Progress;Gunilla;2011/08/16 09:26:29.000;Variant 39;39;Accepted;Low;In Progress;Org line A2;A2_3;se;N23 2nd;PROD554;Sweden;0.0
1-550159631;Accepted-Wait;Gunilla;2011/08/16 09:27:10.000;Variant 39;39;Accepted;Low;Wait;Org line A2;A2_3;se;N23 2nd;PROD554;Sweden;41.0
1-550159631;Accepted-Assigned;Gunilla;2011/08/16 09:27:44.000;Variant 39;39;Accepted;Low;Assigned;Org line A2;A2_3;se;N23 2nd;PROD554;Sweden;34.0
1-550577363;Accepted-In Progress;Sathish;2011/08/16 16:50:16.000;Variant 27;27;Accepted;Medium;In Progress;Org line C;E_4;us;G88 2nd;PROD219;INDIA;0.0
1-550577363;Accepted-Wait;Sathish;2011/08/16 16:54:00.000;Variant 27;27;Accepted;Medium;Wait;Org line C;E_4;us;G88 2nd;PROD219;INDIA;224.0
1-550577363;Accepted-Wait;Sathish;2011/08/16 16:54:13.000;Variant 27;27;Accepted;Medium;Wait;Org line C;E_4;us;G88 2nd;PROD219;INDIA;13.0
1-550611848;Accepted-In Progress;Bharath;2011/08/16 16:45:30.000;Variant 1;1;Accepted;Medium;In Progress;Org line G4;;se;S33 2nd;PROD397;Sweden;0.0
1-553276916;Accepted-In Progress;Ove;2011/08/17 15:01:24.000;Variant 43;43;Accepted;Medium;In Progress;Org line A2;A2_1;se;G103 3rd;PROD823;Sweden;0.0
1-553276916;Completed-Closed;Ove;2011/09/01 17:21:38.000;Variant 43;43;Completed;Medium;Closed;Org line A2;A2_1;se;G103 3rd;PROD823;Sweden;1304414.0
1-555105571;Accepted-In Progress;Carolyn;2011/08/18 14:01:59.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;USA;0.0
1-555105571;Queued-Awaiting Assignment;Carolyn;2011/08/18 14:41:56.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD97;USA;2397.0
1-555105571;Accepted-In Progress;Padmanabha;2011/08/19 05:55:26.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;Sweden;54810.0
1-555105571;Accepted-Assigned;Carolyn;2011/08/19 05:55:33.000;Variant 2;2;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD97;USA;7.0
1-557618809;Accepted-In Progress;Suzanne;2011/08/19 14:33:20.000;Variant 1;1;Accepted;Medium;In Progress;Org line V2;;se;T2 2nd;PROD615;Sweden;0.0
1-557739965;Accepted-In Progress;Suzanne;2011/08/19 15:05:57.000;Variant 3;3;Accepted;Low;In Progress;Org line V2;;se;T2 2nd;PROD615;Sweden;0.0
1-557739965;Accepted-Wait;Suzanne;2011/11/09 17:32:46.000;Variant 3;3;Accepted;Low;Wait;Org line V2;;se;T2 2nd;PROD615;Sweden;7093609.0
1-560418897;Accepted-In Progress;Carolyn;2011/08/23 08:57:07.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;USA;0.0
1-560418897;Queued-Awaiting Assignment;Carolyn;2011/08/23 09:07:07.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD97;USA;600.0
1-560418897;Accepted-In Progress;Kannan;2011/08/23 09:22:33.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;Sweden;926.0
1-560418897;Accepted-Assigned;Carolyn;2011/08/23 09:22:41.000;Variant 2;2;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD97;USA;8.0
1-560419045;Accepted-In Progress;Carolyn;2011/08/23 08:49:41.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD96;USA;0.0
1-560419045;Queued-Awaiting Assignment;Carolyn;2011/08/23 08:53:03.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD96;USA;202.0
1-560419045;Accepted-In Progress;Kannan;2011/08/23 09:28:33.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD96;Sweden;2130.0
1-560419045;Accepted-Assigned;Carolyn;2011/08/23 09:28:41.000;Variant 2;2;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD96;USA;8.0
1-560504546;Accepted-In Progress;Jonas;2011/08/23 09:55:53.000;Variant 67;67;Accepted;Medium;In Progress;Org line C;E_8;in;G186 2nd;PROD476;Sweden;0.0
1-560504546;Queued-Awaiting Assignment;Jonas;2011/08/23 10:03:21.000;Variant 67;67;Queued;Medium;Awaiting Assignment;Org line C;E_8;in;G186 2nd;PROD476;Sweden;448.0
1-560504546;Accepted-In Progress;Karthick;2011/10/18 14:42:02.000;Variant 67;67;Accepted;Medium;In Progress;Org line C;E_8;in;G181 2nd;PROD476;INDIA;4855121.0
1-560504546;Accepted-Wait;Karthick;2011/10/18 14:42:10.000;Variant 67;67;Accepted;Medium;Wait;Org line C;E_8;in;G181 2nd;PROD476;INDIA;8.0
1-560504546;Accepted-Assigned;Venkata;2011/10/18 14:47:41.000;Variant 67;67;Accepted;Medium;Assigned;Org line C;E_8;in;G181 2nd;PROD476;INDIA;331.0
1-560504546;Accepted-Wait;Venkata;2011/11/23 20:51:48.000;Variant 67;67;Accepted;Medium;Wait;Org line C;E_8;in;G181 2nd;PROD476;INDIA;3132247.0
1-560504546;Accepted-In Progress;Venkata;2011/12/13 13:17:37.000;Variant 67;67;Accepted;Medium;In Progress;Org line C;E_8;in;G181 2nd;PROD476;Sweden;1700749.0
1-560703011;Accepted-In Progress;Gustav;2011/08/23 14:30:43.000;Variant 4;4;Accepted;Low;In Progress;Org line G4;;se;S30 2nd;PROD412;Sweden;0.0
1-561068081;Accepted-In Progress;Lena;2011/08/24 09:51:26.000;Variant 1;1;Accepted;Medium;In Progress;Org line V2;;0;T11 2nd;PROD498;Sweden;0.0
1-561190012;Accepted-In Progress;Carolyn;2011/08/24 12:01:27.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;USA;0.0
1-561190012;Queued-Awaiting Assignment;Carolyn;2011/08/24 12:08:11.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD97;USA;404.0
1-561190012;Accepted-In Progress;Padmanabha;2011/08/25 05:46:53.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;Sweden;63522.0
1-561190012;Accepted-Assigned;Carolyn;2011/08/25 05:47:17.000;Variant 2;2;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD97;USA;24.0
1-562022682;Accepted-In Progress;Carolyn;2011/08/25 11:29:56.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;USA;0.0
1-562022682;Queued-Awaiting Assignment;Carolyn;2011/08/25 11:57:27.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD97;USA;1651.0
1-562022682;Accepted-In Progress;Kannan;2011/08/25 16:56:52.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;Sweden;17965.0
1-562022682;Accepted-Assigned;Carolyn;2011/08/25 16:57:00.000;Variant 2;2;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD97;USA;8.0
1-562807927;Accepted-In Progress;Gunilla;2011/08/26 13:35:51.000;Variant 14;14;Accepted;Medium;In Progress;Org line A2;A2_3;se;N23 2nd;PROD76;Sweden;0.0
1-562807927;Accepted-Assigned;Gunilla;2011/08/29 11:42:59.000;Variant 14;14;Accepted;Medium;Assigned;Org line A2;A2_3;se;N23 2nd;PROD76;Sweden;252428.0
1-563156866;Accepted-In Progress;Håkan;2011/08/27 21:30:27.000;Variant 4;4;Accepted;High;In Progress;Org line A2;A2_4;se;G105 2nd;PROD337;Sweden;0.0
1-563156881;Accepted-In Progress;Håkan;2011/08/27 21:45:21.000;Variant 4;4;Accepted;High;In Progress;Org line A2;A2_4;se;G105 2nd;PROD337;Sweden;0.0
1-564311006;Accepted-In Progress;Carolyn;2011/08/30 14:25:12.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;USA;0.0
1-564311006;Queued-Awaiting Assignment;Carolyn;2011/08/30 14:33:14.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD97;USA;482.0
1-564311006;Accepted-In Progress;SV;2011/08/30 14:48:08.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;Sweden;894.0
1-564311006;Accepted-Assigned;Carolyn;2011/08/30 14:48:27.000;Variant 2;2;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD97;USA;19.0
1-564433915;Accepted-In Progress;Christofer;2011/08/30 15:57:03.000;Variant 9;9;Accepted;Low;In Progress;Org line A2;A2_1;se;M19 2nd;PROD566;Sweden;0.0
1-564433915;Queued-Awaiting Assignment;Christofer;2011/08/30 16:01:59.000;Variant 9;9;Queued;Low;Awaiting Assignment;Org line A2;A2_1;se;M19 2nd;PROD566;Sweden;296.0
1-564433915;Accepted-In Progress;Christofer;2011/11/09 14:57:11.000;Variant 9;9;Accepted;Low;In Progress;Org line A2;A2_1;se;M19 2nd;PROD566;Sweden;6130512.0
1-564433915;Accepted-Wait;Christofer;2011/11/09 14:57:17.000;Variant 9;9;Accepted;Low;Wait;Org line A2;A2_1;se;M19 2nd;PROD566;Sweden;6.0
1-564528496;Accepted-In Progress;Carolyn;2011/08/30 17:02:47.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD96;USA;0.0
1-564528496;Queued-Awaiting Assignment;Carolyn;2011/08/30 17:06:37.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD96;USA;230.0
1-564528496;Accepted-In Progress;Padmanabha;2011/08/31 05:17:34.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD96;Sweden;43857.0
1-564528496;Accepted-Assigned;Carolyn;2011/08/31 05:17:43.000;Variant 2;2;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD96;USA;9.0
1-564738994;Accepted-In Progress;Murali;2011/08/31 06:45:43.000;Variant 7;7;Accepted;High;In Progress;Org line B;E_10;in;G238 2nd;PROD209;INDIA;0.0
1-564738994;Accepted-Wait;Murali;2011/08/31 06:46:56.000;Variant 7;7;Accepted;High;Wait;Org line B;E_10;in;G238 2nd;PROD209;INDIA;73.0
1-564903210;Accepted-In Progress;Carolyn;2011/08/31 11:31:00.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD98;USA;0.0
1-564903210;Queued-Awaiting Assignment;Carolyn;2011/08/31 11:33:22.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD98;USA;142.0
1-564903210;Accepted-In Progress;Padmanabha;2011/08/31 11:38:24.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD98;Sweden;302.0
1-564903210;Accepted-Assigned;Carolyn;2011/08/31 11:38:30.000;Variant 2;2;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD98;USA;6.0
1-565030154;Accepted-In Progress;Gunnar;2011/08/31 13:50:43.000;Variant 1;1;Accepted;High;In Progress;Org line V2;;se;T10 2nd;PROD615;Sweden;0.0
1-565319816;Accepted-In Progress;Abhinav;2011/08/31 16:23:39.000;Variant 1;1;Accepted;Medium;In Progress;Org line A2;A2_4;se;G105 2nd;PROD337;Sweden;0.0
1-565905115;Accepted-In Progress;Rohan;2011/09/01 14:01:39.000;Variant 4;4;Accepted;Low;In Progress;Org line C;E_7;se;G153 2nd;PROD673;INDIA;0.0
1-565905115;Accepted-In Progress;Rohan;2011/12/22 08:41:16.000;Variant 4;4;Accepted;Low;In Progress;Org line C;E_7;se;G153 2nd;PROD673;INDIA;9657577.0
1-566003511;Accepted-In Progress;Ulrika;2011/09/01 15:24:00.000;Variant 5;5;Accepted;High;In Progress;Org line A2;A2_3;se;G110 2nd;PROD539;Sweden;0.0
1-566003511;Queued-Awaiting Assignment;Ulrika;2011/09/01 15:32:07.000;Variant 5;5;Queued;High;Awaiting Assignment;Org line A2;A2_3;se;G110 2nd;PROD539;Sweden;487.0
1-566096602;Accepted-In Progress;Wallace;2011/09/01 17:16:26.000;Variant 5;5;Accepted;Low;In Progress;Org line D;D_2;us;G122 3rd;PROD618;USA;0.0
1-566096602;Queued-Awaiting Assignment;Wallace;2011/09/01 17:16:52.000;Variant 5;5;Queued;Low;Awaiting Assignment;Org line D;D_2;us;G122 3rd;PROD618;USA;26.0
1-566096602;Accepted-In Progress;Wim;2011/09/01 17:35:37.000;Variant 5;5;Accepted;Low;In Progress;Org line D;D_2;us;G122 3rd;PROD618;Belgium;1125.0
1-566101203;Accepted-In Progress;Christoffer;2011/09/01 18:22:37.000;Variant 1;1;Accepted;Low;In Progress;Org line C;E_10;se;G255 2nd;PROD399;Sweden;0.0
1-566332021;Accepted-In Progress;Carolyn;2011/09/02 10:13:37.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;USA;0.0
1-566332021;Queued-Awaiting Assignment;Carolyn;2011/09/02 10:23:13.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD97;USA;576.0
1-566332021;Accepted-In Progress;SV;2011/09/05 12:55:57.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;Sweden;268364.0
1-566332021;Accepted-Assigned;Carolyn;2011/09/05 12:56:25.000;Variant 2;2;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD97;USA;28.0
1-566642468;Accepted-In Progress;Carolyn;2011/09/02 16:46:59.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;USA;0.0
1-566642468;Queued-Awaiting Assignment;Carolyn;2011/09/02 16:52:08.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD97;USA;309.0
1-566642468;Accepted-In Progress;SV;2011/09/05 12:50:08.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;Sweden;244680.0
1-566642468;Accepted-Assigned;Carolyn;2011/09/05 12:50:42.000;Variant 2;2;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD97;USA;34.0
1-566661201;Accepted-In Progress;Wim;2011/09/02 17:12:56.000;Variant 3;3;Accepted;Low;In Progress;Org line D;D_2;us;G122 3rd;PROD618;Belgium;0.0
1-566661201;Accepted-Wait;Wim;2011/09/02 17:20:41.000;Variant 3;3;Accepted;Low;Wait;Org line D;D_2;us;G122 3rd;PROD618;Belgium;465.0
1-567100387;Accepted-In Progress;Gregory;2011/09/05 10:57:47.000;Variant 1;1;Accepted;High;In Progress;Org line C;C_5;fr;V43 3rd;PROD353;France;0.0
1-567362335;Accepted-In Progress;Kristijan;2011/09/05 16:04:11.000;Variant 3;3;Accepted;Medium;In Progress;Org line C;C_6;0;N30 3rd;PROD100;Sweden;0.0
1-567362335;Accepted-Wait;Kristijan;2011/09/05 16:12:02.000;Variant 3;3;Accepted;Medium;Wait;Org line C;C_6;0;N30 3rd;PROD100;Sweden;471.0
1-567440922;Accepted-In Progress;Carolyn;2011/09/05 17:07:57.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;USA;0.0
1-567440922;Queued-Awaiting Assignment;Carolyn;2011/09/05 17:16:24.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD97;USA;507.0
1-567440922;Accepted-In Progress;SV;2011/09/05 18:20:33.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;Sweden;3849.0
1-567440922;Accepted-Assigned;Carolyn;2011/09/05 18:21:02.000;Variant 2;2;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD97;USA;29.0
1-567718361;Accepted-In Progress;Fredrik;2011/09/06 10:29:51.000;Variant 1;1;Accepted;Medium;In Progress;Org line C;E_4;us;G88 2nd;PROD794;Sweden;0.0
1-567958551;Accepted-In Progress;Tomas;2011/09/06 13:00:37.000;Variant 4;4;Accepted;Low;In Progress;Org line C;C_4;se;G155 3rd;PROD474;Sweden;0.0
