Case ID;Activity;Resource;Complete Timestamp;Variant;Variant index;(case) channel;(case) department;(case) group;(case) responsible;concept:instance;concept:name;lifecycle:transition;org:group;Duration
case-4666;Confirmation of receipt-complete;Resource08;2010/12/14 12:50:47.719;Variant 1;1;Internet;General;;Resource08;task-3134;Confirmation of receipt;complete;EMPTY;0.0
case-4666;T02 Check confirmation of receipt-complete;Resource08;2010/12/14 12:51:07.579;Variant 1;1;Internet;General;;Resource08;task-4161;T02 Check confirmation of receipt;complete;Group 4;19.86
case-4666;T04 Determine confirmation of receipt-complete;Resource10;2010/12/15 16:47:37.064;Variant 1;1;Internet;General;;Resource08;task-4163;T04 Determine confirmation of receipt;complete;Group 3;100589.485
case-4666;T05 Print and send confirmation of receipt-complete;admin1;2010/12/17 10:11:54.027;Variant 1;1;Internet;General;;Resource08;task-4610;T05 Print and send confirmation of receipt;complete;Group 2;149056.963
case-4677;Confirmation of receipt-complete;Resource15;2010/12/10 11:23:33.213;Variant 5;5;Internet;General;;Resource15;task-3233;Confirmation of receipt;complete;EMPTY;0.0
case-4677;T02 Check confirmation of receipt-complete;Resource15;2010/12/10 11:23:49.409;Variant 5;5;Internet;General;;Resource15;task-3604;T02 Check confirmation of receipt;complete;Group 4;16.196
case-4677;T04 Determine confirmation of receipt-complete;Resource15;2010/12/10 11:24:00.090;Variant 5;5;Internet;General;;Resource15;task-3606;T04 Determine confirmation of receipt;complete;Group 3;10.681
case-4677;T06 Determine necessity of stop advice-complete;Resource15;2010/12/10 11:24:23.663;Variant 5;5;Internet;General;;Resource15;task-3605;T06 Determine necessity of stop advice;complete;Group 1;23.573
case-4677;T10 Determine necessity to stop indication-complete;Resource15;2010/12/10 11:24:45.453;Variant 5;5;Internet;General;;Resource15;task-3608;T10 Determine necessity to stop indication;complete;Group 1;21.79
case-4677;T05 Print and send confirmation of receipt-complete;admin1;2010/12/10 14:12:49.726;Variant 5;5;Internet;General;;Resource15;task-3607;T05 Print and send confirmation of receipt;complete;Group 2;10084.273
case-4678;Confirmation of receipt-complete;Resource07;2010/12/10 16:20:10.289;Variant 2;2;Internet;General;;Resource07;task-3284;Confirmation of receipt;complete;EMPTY;0.0
case-4678;T06 Determine necessity of stop advice-complete;Resource07;2010/12/10 16:23:10.841;Variant 2;2;Internet;General;;Resource07;task-3710;T06 Determine necessity of stop advice;complete;Group 1;180.552
case-4678;T10 Determine necessity to stop indication-complete;Resource07;2010/12/10 16:23:39.510;Variant 2;2;Internet;General;;Resource07;task-3711;T10 Determine necessity to stop indication;complete;Group 1;28.669
case-4678;T02 Check confirmation of receipt-complete;Resource19;2010/12/13 10:46:30.738;Variant 2;2;Internet;General;;Resource07;task-3709;T02 Check confirmation of receipt;complete;EMPTY;238971.228
case-4678;T04 Determine confirmation of receipt-complete;Resource07;2010/12/13 13:18:34.872;Variant 2;2;Internet;General;;Resource07;task-3817;T04 Determine confirmation of receipt;complete;Group 3;9124.134
case-4678;T05 Print and send confirmation of receipt-complete;Resource07;2010/12/13 13:18:59.128;Variant 2;2;Internet;General;;Resource07;task-3943;T05 Print and send confirmation of receipt;complete;Group 2;24.256
case-4680;Confirmation of receipt-complete;Resource11;2010/12/15 11:14:56.714;Variant 2;2;Internet;General;;Resource07;task-3344;Confirmation of receipt;complete;EMPTY;0.0
case-4680;T06 Determine necessity of stop advice-complete;Resource11;2010/12/15 11:18:47.684;Variant 2;2;Internet;General;;Resource07;task-4446;T06 Determine necessity of stop advice;complete;Group 1;230.97
case-4680;T10 Determine necessity to stop indication-complete;Resource11;2010/12/15 11:19:08.606;Variant 2;2;Internet;General;;Resource07;task-4459;T10 Determine necessity to stop indication;complete;Group 1;20.922
case-4680;T02 Check confirmation of receipt-complete;Resource19;2010/12/16 09:41:59.769;Variant 2;2;Internet;General;;Resource07;task-4445;T02 Check confirmation of receipt;complete;EMPTY;80571.163
case-4680;T04 Determine confirmation of receipt-complete;Resource10;2010/12/16 10:11:57.396;Variant 2;2;Internet;General;;Resource07;task-4628;T04 Determine confirmation of receipt;complete;Group 3;1797.627
case-4680;T05 Print and send confirmation of receipt-complete;admin1;2010/12/17 10:20:19.080;Variant 2;2;Internet;General;;Resource07;task-4643;T05 Print and send confirmation of receipt;complete;Group 2;86901.684
case-4683;Confirmation of receipt-complete;Resource07;2010/12/10 16:52:36.937;Variant 2;2;Internet;General;;Resource07;task-3386;Confirmation of receipt;complete;EMPTY;0.0
case-4683;T06 Determine necessity of stop advice-complete;Resource07;2010/12/10 16:52:53.468;Variant 2;2;Internet;General;;Resource07;task-3724;T06 Determine necessity of stop advice;complete;Group 1;16.531
case-4683;T10 Determine necessity to stop indication-complete;Resource07;2010/12/10 16:53:12.143;Variant 2;2;Internet;General;;Resource07;task-3725;T10 Determine necessity to stop indication;complete;Group 1;18.675
case-4683;T02 Check confirmation of receipt-complete;Resource19;2010/12/13 10:50:02.107;Variant 2;2;Internet;General;;Resource07;task-3723;T02 Check confirmation of receipt;complete;EMPTY;237409.964
case-4683;T04 Determine confirmation of receipt-complete;Resource26;2010/12/13 15:43:21.453;Variant 2;2;Internet;General;;Resource07;task-3820;T04 Determine confirmation of receipt;complete;Group 3;17599.346
case-4683;T05 Print and send confirmation of receipt-complete;Resource07;2010/12/13 16:35:31.886;Variant 2;2;Internet;General;;Resource07;task-4024;T05 Print and send confirmation of receipt;complete;Group 2;3130.433
case-4687;Confirmation of receipt-complete;Resource11;2010/12/15 09:51:38.429;Variant 2;2;Internet;General;;Resource11;task-3412;Confirmation of receipt;complete;EMPTY;0.0
case-4687;T06 Determine necessity of stop advice-complete;Resource11;2010/12/15 15:18:20.714;Variant 2;2;Internet;General;;Resource11;task-4391;T06 Determine necessity of stop advice;complete;Group 1;19602.285
case-4687;T10 Determine necessity to stop indication-complete;Resource11;2010/12/15 15:26:25.687;Variant 2;2;Internet;General;;Resource11;task-4588;T10 Determine necessity to stop indication;complete;Group 1;484.973
case-4687;T02 Check confirmation of receipt-complete;Resource19;2010/12/16 09:04:18.683;Variant 2;2;Internet;General;;Resource11;task-4390;T02 Check confirmation of receipt;complete;EMPTY;63472.996
case-4687;T04 Determine confirmation of receipt-complete;Resource10;2010/12/16 10:06:11.632;Variant 2;2;Internet;General;;Resource11;task-4619;T04 Determine confirmation of receipt;complete;Group 3;3712.949
case-4687;T05 Print and send confirmation of receipt-complete;admin1;2010/12/17 10:18:49.301;Variant 2;2;Internet;General;;Resource11;task-4641;T05 Print and send confirmation of receipt;complete;Group 2;87157.669
case-4758;Confirmation of receipt-complete;Resource08;2010/12/23 15:12:06.884;Variant 4;4;Internet;General;;Resource08;task-4063;Confirmation of receipt;complete;EMPTY;0.0
case-4758;T02 Check confirmation of receipt-complete;Resource08;2010/12/23 15:12:31.902;Variant 4;4;Internet;General;;Resource08;task-5543;T02 Check confirmation of receipt;complete;Group 4;25.018
case-4758;T06 Determine necessity of stop advice-complete;Resource08;2010/12/23 15:13:01.771;Variant 4;4;Internet;General;;Resource08;task-5544;T06 Determine necessity of stop advice;complete;Group 1;29.869
case-4758;T10 Determine necessity to stop indication-complete;Resource08;2010/12/23 15:13:26.677;Variant 4;4;Internet;General;;Resource08;task-5546;T10 Determine necessity to stop indication;complete;Group 1;24.906
case-4758;T04 Determine confirmation of receipt-complete;Resource10;2010/12/24 09:26:17.172;Variant 4;4;Internet;General;;Resource08;task-5545;T04 Determine confirmation of receipt;complete;Group 3;65570.495
case-4758;T05 Print and send confirmation of receipt-complete;admin1;2010/12/24 10:04:59.868;Variant 4;4;Internet;General;;Resource08;task-5577;T05 Print and send confirmation of receipt;complete;Group 2;2322.696
case-4759;Confirmation of receipt-complete;Resource15;2010/12/24 15:41:15.271;Variant 1;1;Internet;General;;Resource15;task-4096;Confirmation of receipt;complete;EMPTY;0.0
case-4759;T02 Check confirmation of receipt-complete;Resource15;2010/12/24 15:50:46.154;Variant 1;1;Internet;General;;Resource15;task-5741;T02 Check confirmation of receipt;complete;EMPTY;570.883
case-4759;T04 Determine confirmation of receipt-complete;Resource10;2010/12/24 15:52:58.737;Variant 1;1;Internet;General;;Resource15;task-5763;T04 Determine confirmation of receipt;complete;Group 3;132.583
case-4759;T05 Print and send confirmation of receipt-complete;admin1;2010/12/30 13:10:44.088;Variant 1;1;Internet;General;;Resource15;task-5767;T05 Print and send confirmation of receipt;complete;EMPTY;508665.351
case-4760;Confirmation of receipt-complete;Resource10;2010/12/17 10:13:19.586;Variant 5;5;Internet;General;;Resource11;task-4132;Confirmation of receipt;complete;Group 1;0.0
case-4760;T02 Check confirmation of receipt-complete;Resource10;2010/12/17 10:28:56.960;Variant 5;5;Internet;General;;Resource11;task-4755;T02 Check confirmation of receipt;complete;Group 4;937.374
case-4760;T04 Determine confirmation of receipt-complete;Resource10;2010/12/17 10:36:47.021;Variant 5;5;Internet;General;;Resource11;task-4821;T04 Determine confirmation of receipt;complete;Group 3;470.061
case-4760;T06 Determine necessity of stop advice-complete;Resource11;2010/12/27 12:13:01.685;Variant 5;5;Internet;General;;Resource11;task-4756;T06 Determine necessity of stop advice;complete;EMPTY;869774.664
case-4760;T10 Determine necessity to stop indication-complete;Resource11;2010/12/27 12:13:18.227;Variant 5;5;Internet;General;;Resource11;task-5862;T10 Determine necessity to stop indication;complete;Group 1;16.542
case-4760;T05 Print and send confirmation of receipt-complete;Resource11;2010/12/29 08:58:19.317;Variant 5;5;Internet;General;;Resource11;task-4842;T05 Print and send confirmation of receipt;complete;Group 2;161101.09
case-4763;Confirmation of receipt-complete;Resource10;2010/12/17 10:13:44.427;Variant 5;5;Internet;General;;Resource04;task-4172;Confirmation of receipt;complete;Group 1;0.0
case-4763;T02 Check confirmation of receipt-complete;Resource10;2010/12/17 10:29:12.335;Variant 5;5;Internet;General;;Resource04;task-4757;T02 Check confirmation of receipt;complete;Group 4;927.908
case-4763;T04 Determine confirmation of receipt-complete;Resource10;2010/12/17 10:32:02.597;Variant 5;5;Internet;General;;Resource04;task-4822;T04 Determine confirmation of receipt;complete;Group 3;170.262
case-4763;T06 Determine necessity of stop advice-complete;Resource04;2010/12/17 14:33:12.157;Variant 5;5;Internet;General;;Resource04;task-4758;T06 Determine necessity of stop advice;complete;EMPTY;14469.56
case-4763;T10 Determine necessity to stop indication-complete;Resource04;2010/12/17 14:33:28.363;Variant 5;5;Internet;General;;Resource04;task-4939;T10 Determine necessity to stop indication;complete;Group 1;16.206
case-4763;T05 Print and send confirmation of receipt-complete;admin1;2010/12/21 10:24:37.017;Variant 5;5;Internet;General;;Resource04;task-4830;T05 Print and send confirmation of receipt;complete;Group 2;330668.654
case-4764;Confirmation of receipt-complete;Resource10;2010/12/17 10:14:56.246;Variant 1;1;Internet;General;;Resource08;task-4174;Confirmation of receipt;complete;Group 1;0.0
case-4764;T02 Check confirmation of receipt-complete;Resource10;2010/12/17 10:28:20.061;Variant 1;1;Internet;General;;Resource08;task-4759;T02 Check confirmation of receipt;complete;Group 4;803.815
case-4764;T04 Determine confirmation of receipt-complete;Resource10;2010/12/17 10:37:33.595;Variant 1;1;Internet;General;;Resource08;task-4819;T04 Determine confirmation of receipt;complete;Group 3;553.534
case-4764;T05 Print and send confirmation of receipt-complete;Resource08;2010/12/23 13:58:32.473;Variant 1;1;Internet;General;;Resource08;task-4845;T05 Print and send confirmation of receipt;complete;EMPTY;530458.878
case-4764;T06 Determine necessity of stop advice-complete;Resource08;2010/12/23 14:05:11.820;Variant 1;1;Internet;General;;Resource08;task-4760;T06 Determine necessity of stop advice;complete;EMPTY;399.347
case-4764;T10 Determine necessity to stop indication-complete;Resource08;2010/12/23 14:05:27.585;Variant 1;1;Internet;General;;Resource08;task-5525;T10 Determine necessity to stop indication;complete;Group 1;15.765
case-4765;Confirmation of receipt-complete;Resource10;2010/12/17 10:15:20.283;Variant 5;5;Internet;General;;Resource07;task-4178;Confirmation of receipt;complete;Group 1;0.0
case-4765;T02 Check confirmation of receipt-complete;Resource10;2010/12/17 10:25:35.968;Variant 5;5;Internet;General;;Resource07;task-4761;T02 Check confirmation of receipt;complete;Group 4;615.685
case-4765;T04 Determine confirmation of receipt-complete;Resource10;2010/12/17 10:36:12.941;Variant 5;5;Internet;General;;Resource07;task-4810;T04 Determine confirmation of receipt;complete;Group 3;636.973
case-4765;T06 Determine necessity of stop advice-complete;Resource07;2010/12/24 14:28:48.056;Variant 5;5;Internet;General;;Resource07;task-4762;T06 Determine necessity of stop advice;complete;EMPTY;618755.115
case-4765;T10 Determine necessity to stop indication-complete;Resource07;2010/12/24 14:31:04.482;Variant 5;5;Internet;General;;Resource07;task-5685;T10 Determine necessity to stop indication;complete;Group 1;136.426
case-4766;Confirmation of receipt-complete;Resource01;2010/12/15 08:24:10.397;Variant 4;4;Post;General;;Resource07;task-4179;Confirmation of receipt;complete;Group 1;0.0
case-4766;T02 Check confirmation of receipt-complete;Resource01;2010/12/15 08:24:27.187;Variant 4;4;Post;General;;Resource07;task-4294;T02 Check confirmation of receipt;complete;Group 4;16.79
case-4766;T06 Determine necessity of stop advice-complete;Resource01;2010/12/15 08:25:15.553;Variant 4;4;Post;General;;Resource07;task-4295;T06 Determine necessity of stop advice;complete;Group 1;48.366
case-4766;T10 Determine necessity to stop indication-complete;Resource01;2010/12/15 08:26:22.885;Variant 4;4;Post;General;;Resource07;task-4297;T10 Determine necessity to stop indication;complete;Group 1;67.332
case-4766;T04 Determine confirmation of receipt-complete;Resource19;2010/12/15 08:56:36.486;Variant 4;4;Post;General;;Resource07;task-4296;T04 Determine confirmation of receipt;complete;EMPTY;1813.601
case-4766;T05 Print and send confirmation of receipt-complete;admin1;2010/12/15 10:21:26.537;Variant 4;4;Post;General;;Resource07;task-4333;T05 Print and send confirmation of receipt;complete;Group 2;5090.051
case-4767;Confirmation of receipt-complete;Resource10;2010/12/17 10:15:36.442;Variant 5;5;Internet;General;;Resource17;task-4186;Confirmation of receipt;complete;Group 1;0.0
case-4767;T02 Check confirmation of receipt-complete;Resource10;2010/12/17 10:25:50.044;Variant 5;5;Internet;General;;Resource17;task-4763;T02 Check confirmation of receipt;complete;Group 4;613.602
case-4767;T04 Determine confirmation of receipt-complete;Resource10;2010/12/17 10:37:19.123;Variant 5;5;Internet;General;;Resource17;task-4811;T04 Determine confirmation of receipt;complete;Group 3;689.079
case-4767;T06 Determine necessity of stop advice-complete;Resource17;2010/12/20 11:20:28.836;Variant 5;5;Internet;General;;Resource17;task-4764;T06 Determine necessity of stop advice;complete;EMPTY;261789.713
case-4767;T10 Determine necessity to stop indication-complete;Resource17;2010/12/20 11:20:44.566;Variant 5;5;Internet;General;;Resource17;task-5044;T10 Determine necessity to stop indication;complete;Group 1;15.73
case-4767;T05 Print and send confirmation of receipt-complete;Resource17;2010/12/20 13:35:44.989;Variant 5;5;Internet;General;;Resource17;task-4844;T05 Print and send confirmation of receipt;complete;Group 2;8100.423
case-4769;Confirmation of receipt-complete;Resource10;2010/12/17 10:17:43.814;Variant 5;5;Internet;General;;Resource11;task-4193;Confirmation of receipt;complete;Group 1;0.0
case-4769;T02 Check confirmation of receipt-complete;Resource10;2010/12/17 10:26:25.577;Variant 5;5;Internet;General;;Resource11;task-4771;T02 Check confirmation of receipt;complete;Group 4;521.763
case-4769;T04 Determine confirmation of receipt-complete;Resource10;2010/12/17 10:33:21.802;Variant 5;5;Internet;General;;Resource11;task-4813;T04 Determine confirmation of receipt;complete;Group 3;416.225
case-4769;T06 Determine necessity of stop advice-complete;Resource26;2010/12/21 11:11:52.039;Variant 5;5;Internet;General;;Resource11;task-4772;T06 Determine necessity of stop advice;complete;EMPTY;347910.237
case-4769;T10 Determine necessity to stop indication-complete;Resource26;2010/12/21 11:12:11.623;Variant 5;5;Internet;General;;Resource11;task-5260;T10 Determine necessity to stop indication;complete;Group 1;19.584
case-4769;T05 Print and send confirmation of receipt-complete;admin1;2010/12/21 11:22:34.266;Variant 5;5;Internet;General;;Resource11;task-4834;T05 Print and send confirmation of receipt;complete;Group 2;622.643
case-4773;Confirmation of receipt-complete;Resource10;2010/12/17 10:18:24.004;Variant 1;1;Internet;General;;Resource04;task-4235;Confirmation of receipt;complete;Group 1;0.0
case-4773;T02 Check confirmation of receipt-complete;Resource10;2010/12/17 10:24:25.535;Variant 1;1;Internet;General;;Resource04;task-4774;T02 Check confirmation of receipt;complete;Group 4;361.531
case-4773;T04 Determine confirmation of receipt-complete;Resource10;2010/12/17 10:35:01.148;Variant 1;1;Internet;General;;Resource04;task-4804;T04 Determine confirmation of receipt;complete;Group 3;635.613
case-4773;T05 Print and send confirmation of receipt-complete;admin1;2010/12/21 10:25:16.468;Variant 1;1;Internet;General;;Resource04;task-4837;T05 Print and send confirmation of receipt;complete;Group 2;345015.32
case-4773;T06 Determine necessity of stop advice-complete;Resource04;2010/12/21 11:02:52.451;Variant 1;1;Internet;General;;Resource04;task-4775;T06 Determine necessity of stop advice;complete;EMPTY;2255.983
case-4773;T10 Determine necessity to stop indication-complete;Resource04;2010/12/21 11:03:05.310;Variant 1;1;Internet;General;;Resource04;task-5257;T10 Determine necessity to stop indication;complete;Group 1;12.859
case-4774;Confirmation of receipt-complete;Resource10;2010/12/17 10:19:30.551;Variant 1;1;Internet;General;;Resource07;task-4246;Confirmation of receipt;complete;Group 1;0.0
case-4774;T02 Check confirmation of receipt-complete;Resource10;2010/12/17 10:26:44.199;Variant 1;1;Internet;General;;Resource07;task-4777;T02 Check confirmation of receipt;complete;Group 4;433.648
case-4774;T04 Determine confirmation of receipt-complete;Resource10;2010/12/17 10:33:40.838;Variant 1;1;Internet;General;;Resource07;task-4814;T04 Determine confirmation of receipt;complete;Group 3;416.639
case-4774;T05 Print and send confirmation of receipt-complete;admin1;2010/12/24 10:25:24.065;Variant 1;1;Internet;General;;Resource07;task-4835;T05 Print and send confirmation of receipt;complete;Group 2;604303.227
case-4774;T06 Determine necessity of stop advice-complete;Resource07;2010/12/24 13:54:27.318;Variant 1;1;Internet;General;;Resource07;task-4778;T06 Determine necessity of stop advice;complete;EMPTY;12543.253
case-4774;T10 Determine necessity to stop indication-complete;Resource07;2010/12/24 13:56:57.236;Variant 1;1;Internet;General;;Resource07;task-5653;T10 Determine necessity to stop indication;complete;Group 1;149.918
case-4777;Confirmation of receipt-complete;Resource10;2010/12/17 10:17:21.054;Variant 5;5;Internet;General;;Resource11;task-4261;Confirmation of receipt;complete;Group 1;0.0
case-4777;T02 Check confirmation of receipt-complete;Resource10;2010/12/17 10:26:07.771;Variant 5;5;Internet;General;;Resource11;task-4769;T02 Check confirmation of receipt;complete;Group 4;526.717
case-4777;T04 Determine confirmation of receipt-complete;Resource10;2010/12/17 10:37:55.751;Variant 5;5;Internet;General;;Resource11;task-4812;T04 Determine confirmation of receipt;complete;Group 3;707.98
case-4777;T06 Determine necessity of stop advice-complete;Resource11;2010/12/27 11:18:00.183;Variant 5;5;Internet;General;;Resource11;task-4770;T06 Determine necessity of stop advice;complete;EMPTY;866404.432
case-4777;T10 Determine necessity to stop indication-complete;Resource11;2010/12/27 11:18:32.337;Variant 5;5;Internet;General;;Resource11;task-5848;T10 Determine necessity to stop indication;complete;Group 1;32.154
case-4778;Confirmation of receipt-complete;Resource10;2010/12/17 10:19:50.098;Variant 5;5;Internet;General;;Resource07;task-4262;Confirmation of receipt;complete;Group 1;0.0
case-4778;T02 Check confirmation of receipt-complete;Resource10;2010/12/17 10:24:47.466;Variant 5;5;Internet;General;;Resource07;task-4779;T02 Check confirmation of receipt;complete;Group 4;297.368
case-4778;T04 Determine confirmation of receipt-complete;Resource10;2010/12/17 10:37:04.384;Variant 5;5;Internet;General;;Resource07;task-4806;T04 Determine confirmation of receipt;complete;Group 3;736.918
case-4778;T06 Determine necessity of stop advice-complete;Resource07;2010/12/24 14:20:24.922;Variant 5;5;Internet;General;;Resource07;task-4780;T06 Determine necessity of stop advice;complete;EMPTY;618200.538
case-4778;T10 Determine necessity to stop indication-complete;Resource07;2010/12/24 14:20:59.792;Variant 5;5;Internet;General;;Resource07;task-5675;T10 Determine necessity to stop indication;complete;Group 1;34.87
case-4779;Confirmation of receipt-complete;Resource10;2010/12/17 10:20:29.781;Variant 5;5;Internet;General;;Resource11;task-4271;Confirmation of receipt;complete;Group 1;0.0
case-4779;T02 Check confirmation of receipt-complete;Resource10;2010/12/17 10:27:03.150;Variant 5;5;Internet;General;;Resource11;task-4783;T02 Check confirmation of receipt;complete;Group 4;393.369
case-4779;T04 Determine confirmation of receipt-complete;Resource10;2010/12/17 10:38:19.241;Variant 5;5;Internet;General;;Resource11;task-4815;T04 Determine confirmation of receipt;complete;Group 3;676.091
case-4779;T06 Determine necessity of stop advice-complete;Resource11;2010/12/27 12:44:59.302;Variant 5;5;Internet;General;;Resource11;task-4784;T06 Determine necessity of stop advice;complete;EMPTY;871600.061
case-4779;T10 Determine necessity to stop indication-complete;Resource11;2010/12/27 14:17:44.817;Variant 5;5;Internet;General;;Resource11;task-5873;T10 Determine necessity to stop indication;complete;Group 1;5565.515
case-4779;T05 Print and send confirmation of receipt-complete;Resource11;2010/12/29 09:19:45.561;Variant 5;5;Internet;General;;Resource11;task-4847;T05 Print and send confirmation of receipt;complete;Group 2;154920.744
case-4780;Confirmation of receipt-complete;Resource10;2010/12/17 10:20:07.645;Variant 5;5;Post;General;;Resource07;task-4272;Confirmation of receipt;complete;Group 1;0.0
case-4780;T02 Check confirmation of receipt-complete;Resource10;2010/12/17 10:25:01.055;Variant 5;5;Post;General;;Resource07;task-4781;T02 Check confirmation of receipt;complete;Group 4;293.41
case-4780;T04 Determine confirmation of receipt-complete;Resource10;2010/12/17 10:30:47.275;Variant 5;5;Post;General;;Resource07;task-4807;T04 Determine confirmation of receipt;complete;Group 3;346.22
case-4780;T06 Determine necessity of stop advice-complete;Resource07;2010/12/24 14:07:03.617;Variant 5;5;Post;General;;Resource07;task-4782;T06 Determine necessity of stop advice;complete;EMPTY;617776.342
case-4780;T10 Determine necessity to stop indication-complete;Resource07;2010/12/24 14:13:09.438;Variant 5;5;Post;General;;Resource07;task-5663;T10 Determine necessity to stop indication;complete;Group 1;365.821
case-4781;Confirmation of receipt-complete;Resource01;2010/12/15 09:44:43.229;Variant 4;4;Desk;General;;Resource07;task-4275;Confirmation of receipt;complete;Group 1;0.0
case-4781;T02 Check confirmation of receipt-complete;Resource01;2010/12/15 09:45:11.956;Variant 4;4;Desk;General;;Resource07;task-4383;T02 Check confirmation of receipt;complete;Group 4;28.727
case-4781;T06 Determine necessity of stop advice-complete;Resource01;2010/12/15 09:49:10.045;Variant 4;4;Desk;General;;Resource07;task-4384;T06 Determine necessity of stop advice;complete;Group 1;238.089
case-4781;T10 Determine necessity to stop indication-complete;Resource01;2010/12/15 09:49:34.866;Variant 4;4;Desk;General;;Resource07;task-4386;T10 Determine necessity to stop indication;complete;Group 1;24.821
case-4781;T04 Determine confirmation of receipt-complete;Resource19;2010/12/15 11:29:58.709;Variant 4;4;Desk;General;;Resource07;task-4385;T04 Determine confirmation of receipt;complete;EMPTY;6023.843
case-4781;T05 Print and send confirmation of receipt-complete;admin1;2010/12/15 14:20:23.619;Variant 4;4;Desk;General;;Resource07;task-4478;T05 Print and send confirmation of receipt;complete;Group 2;10224.91
case-4806;Confirmation of receipt-complete;Resource10;2010/12/17 10:22:27.456;Variant 5;5;Post;General;;Resource34;task-4636;Confirmation of receipt;complete;Group 1;0.0
case-4806;T02 Check confirmation of receipt-complete;Resource10;2010/12/17 10:32:26.625;Variant 5;5;Post;General;;Resource34;task-4794;T02 Check confirmation of receipt;complete;Group 4;599.169
case-4806;T04 Determine confirmation of receipt-complete;Resource10;2010/12/17 10:35:20.827;Variant 5;5;Post;General;;Resource34;task-4831;T04 Determine confirmation of receipt;complete;Group 3;174.202
case-4806;T06 Determine necessity of stop advice-complete;Resource34;2010/12/17 12:08:11.969;Variant 5;5;Post;General;;Resource34;task-4795;T06 Determine necessity of stop advice;complete;EMPTY;5571.142
case-4806;T10 Determine necessity to stop indication-complete;Resource34;2010/12/17 12:12:08.687;Variant 5;5;Post;General;;Resource34;task-4888;T10 Determine necessity to stop indication;complete;Group 1;236.718
case-4806;T05 Print and send confirmation of receipt-complete;admin1;2010/12/21 11:44:14.896;Variant 5;5;Post;General;;Resource34;task-4838;T05 Print and send confirmation of receipt;complete;EMPTY;343926.209
case-4807;Confirmation of receipt-complete;Resource10;2010/12/17 10:21:46.261;Variant 5;5;Desk;General;;Resource22;task-4645;Confirmation of receipt;complete;Group 1;0.0
case-4807;T02 Check confirmation of receipt-complete;Resource10;2010/12/17 10:27:55.552;Variant 5;5;Desk;General;;Resource22;task-4790;T02 Check confirmation of receipt;complete;Group 4;369.291
case-4807;T04 Determine confirmation of receipt-complete;Resource10;2010/12/17 10:35:37.087;Variant 5;5;Desk;General;;Resource22;task-4818;T04 Determine confirmation of receipt;complete;Group 3;461.535
case-4807;T06 Determine necessity of stop advice-complete;Resource22;2010/12/27 09:39:54.086;Variant 5;5;Desk;General;;Resource22;task-4791;T06 Determine necessity of stop advice;complete;EMPTY;860656.999
case-4807;T10 Determine necessity to stop indication-complete;Resource22;2010/12/27 09:41:07.887;Variant 5;5;Desk;General;;Resource22;task-5817;T10 Determine necessity to stop indication;complete;Group 1;73.801
case-4807;T05 Print and send confirmation of receipt-complete;admin1;2010/12/30 13:07:07.218;Variant 5;5;Desk;General;;Resource22;task-4839;T05 Print and send confirmation of receipt;complete;Group 2;271559.331
case-4809;Confirmation of receipt-complete;Resource10;2010/12/17 10:22:44.741;Variant 5;5;Post;General;;Resource07;task-4648;Confirmation of receipt;complete;Group 1;0.0
case-4809;T02 Check confirmation of receipt-complete;Resource10;2010/12/17 10:32:51.677;Variant 5;5;Post;General;;Resource07;task-4796;T02 Check confirmation of receipt;complete;Group 4;606.936
case-4809;T04 Determine confirmation of receipt-complete;Resource10;2010/12/17 10:39:56.296;Variant 5;5;Post;General;;Resource07;task-4832;T04 Determine confirmation of receipt;complete;Group 3;424.619
case-4809;T06 Determine necessity of stop advice-complete;Resource07;2010/12/24 15:52:37.727;Variant 5;5;Post;General;;Resource07;task-4797;T06 Determine necessity of stop advice;complete;EMPTY;623561.431
case-4809;T10 Determine necessity to stop indication-complete;Resource07;2010/12/24 15:57:48.331;Variant 5;5;Post;General;;Resource07;task-5766;T10 Determine necessity to stop indication;complete;Group 1;310.604
case-4809;T05 Print and send confirmation of receipt-complete;Resource07;2010/12/30 08:21:06.050;Variant 5;5;Post;General;;Resource07;task-4850;T05 Print and send confirmation of receipt;complete;Group 2;490997.719
case-4810;Confirmation of receipt-complete;Resource10;2010/12/17 10:23:06.388;Variant 11;11;Post;General;;Resource07;task-4649;Confirmation of receipt;complete;Group 1;0.0
case-4810;T02 Check confirmation of receipt-complete;Resource10;2010/12/17 10:30:06.351;Variant 11;11;Post;General;;Resource07;task-4798;T02 Check confirmation of receipt;complete;Group 4;419.963
case-4810;T04 Determine confirmation of receipt-complete;Resource10;2010/12/17 10:31:08.294;Variant 11;11;Post;General;;Resource07;task-4825;T04 Determine confirmation of receipt;complete;Group 3;61.943
case-4810;T06 Determine necessity of stop advice-complete;Resource07;2010/12/24 16:02:51.272;Variant 11;11;Post;General;;Resource07;task-4799;T06 Determine necessity of stop advice;complete;EMPTY;624702.978
case-4810;T05 Print and send confirmation of receipt-complete;Resource07;2010/12/30 08:28:53.203;Variant 11;11;Post;General;;Resource07;task-4827;T05 Print and send confirmation of receipt;complete;Group 2;491161.931
case-4811;Confirmation of receipt-complete;Resource10;2010/12/17 10:23:24.758;Variant 5;5;Desk;General;;Resource07;task-4675;Confirmation of receipt;complete;Group 1;0.0
case-4811;T02 Check confirmation of receipt-complete;Resource10;2010/12/17 10:36:30.956;Variant 5;5;Desk;General;;Resource07;task-4800;T02 Check confirmation of receipt;complete;Group 4;786.198
